full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,neo,pha,diameter,diameter_sigma
70897 (1999 VG174),2.849,0.1970,13.71,37.00,356.17,2.288,3.41,4.81,9741,0,2511,,,13.19,N,N,14.046,0.17
71098 (1999 XV137),2.757,0.1446,17.94,49.97,161.52,2.358,3.16,4.58,9391,0,2376,,,13.39,N,N,12.950,0.06
71135 (1999 XM178),2.991,0.0290,12.65,87.20,280.56,2.904,3.08,5.17,8704,0,2327,,,13.56,N,N,12.657,0.20
71166 (1999 XL203),3.175,0.0983,18.93,82.56,186.95,2.863,3.49,5.66,9752,0,1394,,,13.69,N,N,11.408,0.31
71193 (1999 XG231),3.091,0.1506,19.67,73.06,7.55,2.626,3.56,5.43,9533,0,2440,,,13.15,N,N,14.747,0.06
71194 (1999 XH231),3.111,0.0918,18.18,65.95,45.39,2.826,3.40,5.49,8811,0,2043,,,13.59,N,N,11.696,0.17
71215 (1999 XY261),2.598,0.1452,27.28,233.97,90.58,2.221,2.98,4.19,8216,0,1878,,,14.14,N,N,10.830,0.13
71225 (1999 YU13),3.087,0.1255,3.91,100.72,47.70,2.700,3.47,5.42,8625,0,1992,,,13.85,N,N,10.682,0.25
71333 (2000 AW91),3.168,0.1915,6.38,296.30,285.71,2.562,3.77,5.64,8423,0,1559,,,13.77,N,N,10.122,0.44
71446 (2000 AP237),2.917,0.1940,13.42,154.08,228.53,2.351,3.48,4.98,11460,0,2120,,,13.49,N,N,10.206,0.20
71449 (2000 AJ242),3.196,0.1895,14.55,179.95,322.51,2.591,3.80,5.71,8871,0,1410,,,14.08,N,N,13.175,2.81
71511 (2000 CF51),3.186,0.0954,7.58,300.70,290.27,2.882,3.49,5.69,8805,0,1657,,,13.66,N,N,12.572,0.22
71534 (2000 CU92),3.23,0.0396,21.47,351.84,271.07,3.102,3.36,5.8,8811,0,1532,,,13.50,N,N,10.515,0.26
71547 (2000 DB3),3.202,0.0598,16.11,15.33,337.04,3.011,3.39,5.73,11455,0,2542,,,13.02,N,N,13.300,0.15
71548 (2000 DY3),3.217,0.0176,12.04,352.57,289.66,3.160,3.27,5.77,8809,0,1639,,,13.61,N,N,11.368,0.24
71572 (2000 DW42),3.171,0.2670,25.67,340.30,55.16,2.324,4.02,5.65,11098,0,1817,,,13.79,N,N,10.211,2.66
71638 (2000 EL90),3.158,0.2306,25.29,187.51,268.45,2.430,3.89,5.61,8840,0,1526,,,13.86,N,N,11.516,3.32
71655 (2000 EF121),3.143,0.1653,10.34,10.13,205.54,2.623,3.66,5.57,9184,0,2028,,,13.59,N,N,13.335,0.15
71664 (2000 EE139),3.162,0.1537,14.10,85.62,83.94,2.676,3.65,5.62,13009,0,1625,,,13.95,N,N,10.380,0.26
71665 (2000 EB143),3.22,0.0159,20.50,302.98,9.56,3.169,3.27,5.78,8806,0,1318,,,13.77,N,N,10.698,0.08
71666 (2000 EK148),3.107,0.0790,9.02,23.13,311.64,2.862,3.35,5.48,8530,0,1988,,,13.64,N,N,11.632,0.18
71689 (2000 FD34),3.179,0.1439,17.96,133.43,336.47,2.722,3.64,5.67,8537,0,1782,,,13.84,N,N,10.234,0.19
71691 (2000 FH37),3.203,0.1687,10.53,165.66,262.36,2.662,3.74,5.73,11462,0,1571,,,14.07,N,N,13.390,0.13
71715 (2000 GE108),3.178,0.1490,17.51,42.79,100.62,2.704,3.65,5.67,8981,0,1724,,,13.99,N,N,11.062,0.07
71727 (2000 HB25),3.114,0.1422,17.01,224.71,232.45,2.671,3.56,5.5,8624,0,2159,,,13.36,N,N,15.757,0.09
71731 (2000 JO35),3.218,0.2140,1.11,44.14,9.18,2.529,3.91,5.77,8736,0,2193,,,13.59,N,N,11.130,1.45
71733 (2000 JQ47),3.202,0.2226,17.89,248.48,228.12,2.489,3.91,5.73,8518,0,1556,,,13.74,N,N,10.067,0.10
72331 (2001 BX59),3.157,0.2160,12.90,159.41,75.07,2.475,3.84,5.61,8419,0,1665,,,13.73,N,N,11.146,0.16
72453 (2001 DO6),3.174,0.2144,9.22,158.24,105.41,2.493,3.85,5.65,11497,0,1168,,,14.18,N,N,10.582,0.32
72645 (2001 FX41),3.102,0.1339,10.95,10.87,266.87,2.686,3.52,5.46,9277,0,1516,,,13.85,N,N,11.641,0.17
72662 (2001 FT48),3.166,0.1101,17.37,16.71,305.35,2.817,3.51,5.63,10167,0,2130,,,13.41,N,N,11.493,0.12
72726 (2001 FY94),3.159,0.1696,19.18,155.37,169.99,2.623,3.69,5.61,10162,0,1598,,,13.83,N,N,10.347,0.28
72727 (2001 FP96),3.188,0.0570,14.84,41.20,222.90,3.006,3.37,5.69,8842,0,1862,,,13.53,N,N,12.612,0.17
72742 (2001 FY108),3.051,0.0244,7.16,357.37,2.84,2.977,3.13,5.33,8883,0,1416,,,14.20,N,N,10.050,0.19
72747 (2001 FR121),3.047,0.1407,11.20,82.86,266.23,2.618,3.48,5.32,11356,0,1448,,,14.22,N,N,10.425,0.12
72763 (2001 FT143),3.199,0.1195,5.84,97.59,275.66,2.817,3.58,5.72,11028,0,1678,,,13.85,N,N,10.608,0.19
72788 (2001 FV171),3.085,0.1531,22.97,49.50,171.86,2.612,3.56,5.42,11933,0,1751,,,13.71,N,N,10.816,0.13
72816 (2001 GJ9),3.083,0.0716,8.32,192.67,109.71,2.862,3.30,5.41,8150,0,983,,,14.54,N,N,10.084,0.43
72825 (2001 HZ5),3.162,0.0231,16.91,42.55,238.05,3.089,3.24,5.62,8809,0,2314,,,13.23,N,N,12.850,0.08
72840 (2001 HW31),3.102,0.0707,17.22,68.71,86.01,2.883,3.32,5.46,8621,0,1803,,,13.81,N,N,10.469,0.12
72852 (2001 HD42),3.056,0.1192,16.48,39.37,334.80,2.691,3.42,5.34,8597,0,1751,,,13.88,N,N,11.519,0.20
72882 (2001 KM9),3.197,0.1166,16.58,213.02,250.12,2.824,3.57,5.72,8860,0,1532,,,13.99,N,N,14.552,5.90
72883 (2001 KJ12),3.036,0.0615,20.03,234.25,138.41,2.849,3.22,5.29,8674,0,1387,,,13.97,N,N,10.502,0.14
72887 (2001 KE19),3.22,0.1566,15.40,214.14,155.39,2.716,3.72,5.78,11395,0,1221,,,14.13,N,N,10.083,0.21
72897 (2001 KM55),3.177,0.0744,17.24,85.34,79.90,2.940,3.41,5.66,8444,0,1342,,,13.81,N,N,10.995,0.29
72898 (2001 KO56),3.144,0.0645,18.10,76.15,276.72,2.941,3.35,5.57,8575,0,1473,,,13.91,N,N,10.016,0.21
72911 (2001 OC32),3.155,0.0878,15.02,304.32,120.47,2.878,3.43,5.6,8570,0,2560,,,12.85,N,N,15.570,0.27
72915 (2001 PK24),3.166,0.0955,9.62,124.05,37.96,2.864,3.47,5.63,8530,0,2083,,,13.66,N,N,13.068,0.09
72975 (2002 CB232),3.158,0.2409,25.81,12.73,242.43,2.398,3.92,5.61,8865,0,1340,,,13.86,N,N,10.165,3.69
73295 (2002 JM67),3.179,0.1991,16.35,214.81,68.28,2.546,3.81,5.67,9780,0,1570,,,13.68,N,N,10.620,0.59
73363 (2002 KG6),3.154,0.0730,25.88,271.58,84.10,2.923,3.38,5.6,8809,0,2116,,,12.97,N,N,17.077,0.08
73365 (2002 KN8),3.102,0.1894,19.67,94.38,204.88,2.514,3.69,5.46,8411,0,1217,,,14.05,N,N,10.872,0.09
73397 (2002 LC19),3.14,0.1350,16.39,257.37,1.51,2.716,3.56,5.56,10641,0,1651,,,13.49,N,N,12.900,0.15
73418 (2002 LK36),3.976,0.2861,9.71,255.88,108.55,2.839,5.11,7.93,9868,0,1353,,,13.22,N,N,12.212,0.19
73429 (2002 LY47),3.215,0.0464,20.65,256.49,117.92,3.066,3.36,5.77,11903,0,2126,,,13.03,N,N,15.016,0.26
73436 (2002 MH2),3.953,0.2028,7.53,266.21,104.82,3.151,4.75,7.86,9529,0,943,,,13.74,N,N,11.093,0.36
73444 (2002 NR12),3.138,0.0797,22.48,120.38,274.18,2.888,3.39,5.56,8558,0,1398,,,14.05,N,N,10.043,0.20
73450 (2002 NY19),3.217,0.1075,15.59,297.23,350.00,2.871,3.56,5.77,10568,0,1645,,,13.37,N,N,12.250,0.16
73457 (2002 NZ43),3.939,0.2726,9.97,134.58,250.33,2.865,5.01,7.82,12643,0,1478,,,13.02,N,N,12.150,0.39
73458 (2002 NZ47),3.985,0.1596,9.71,130.84,287.30,3.349,4.62,7.96,9743,0,1153,,,13.31,N,N,11.268,0.78
73506 (2002 TJ144),3.198,0.1782,18.36,59.13,32.75,2.628,3.77,5.72,11186,0,2178,,,13.16,N,N,13.269,0.21
73508 (2002 TQ220),3.114,0.2737,16.00,285.19,211.72,2.261,3.97,5.49,12160,0,1356,,,14.05,N,N,10.421,0.04
73527 (2003 NC3),3.22,0.2761,10.28,158.06,238.20,2.331,4.11,5.78,13172,0,1659,,,13.83,N,N,11.256,0.07
73528 (2003 NU8),3.12,0.1336,26.09,265.16,94.02,2.703,3.54,5.51,8562,0,1278,,,13.57,N,N,12.463,0.18
73535 (2003 OB14),3.419,0.1109,17.05,230.79,174.57,3.040,3.80,6.32,8796,0,1544,,,13.34,N,N,13.321,0.14
73641 (1977 UK3),5.249,0.0487,4.42,240.58,31.57,4.993,5.50,12,16402,0,573,,,12.63,N,N,14.693,0.75
73654 (1981 ET6),3.958,0.1454,9.45,320.04,237.35,3.383,4.53,7.87,15192,0,989,,,13.48,N,N,13.632,0.43
73677 (1988 SA3),5.291,0.0541,17.63,3.09,55.66,5.005,5.58,12.2,12428,0,819,,,12.08,N,N,24.711,0.80
73690 (1991 PU2),3.126,0.2434,15.08,320.85,79.17,2.365,3.89,5.53,11256,0,1538,,,13.69,N,N,11.469,0.24
73691 (1991 PB3),3.11,0.0566,21.16,318.65,33.23,2.933,3.29,5.48,11254,0,1579,,,13.56,N,N,10.758,0.13
73694 (1991 RL15),3.145,0.1704,28.18,356.90,54.08,2.609,3.68,5.58,24962,0,1903,,,13.53,N,N,12.739,2.96
73795 (1995 FH8),5.176,0.0621,22.49,171.75,345.28,4.855,5.50,11.8,9990,0,1087,,,12.20,N,N,20.014,0.51
73844 (1996 PF4),3.147,0.1179,21.13,335.21,105.16,2.776,3.52,5.58,9474,0,2247,,,13.21,N,N,11.189,0.12
73932 (1997 QD5),3.107,0.1331,21.71,311.97,336.67,2.693,3.52,5.48,14245,0,1767,,,13.48,N,N,10.115,0.07
73958 (1997 WN),3.086,0.1878,17.05,247.20,140.77,2.506,3.67,5.42,12988,0,919,,,14.33,N,N,10.066,0.40
73961 (1997 WP25),3.173,0.2321,28.92,290.45,150.94,2.436,3.91,5.65,8568,0,1456,,,13.51,N,N,14.447,0.24
73965 (1997 XF5),3.171,0.0817,15.37,328.13,158.84,2.912,3.43,5.65,8594,0,1377,,,13.66,N,N,10.955,0.19
73972 (1998 BA18),3.241,0.0356,15.57,334.52,162.34,3.126,3.36,5.84,22548,0,1567,,,13.82,N,N,10.137,0.24
73977 (1998 BT42),3.159,0.1279,16.56,289.70,145.62,2.755,3.56,5.61,8951,0,1294,,,13.98,N,N,10.550,0.17
73983 (1998 DS19),3.336,0.1211,15.57,4.36,13.13,2.932,3.74,6.09,8854,0,1932,,,13.17,N,N,12.256,0.39
74054 (1998 JT4),3.928,0.1604,5.05,65.42,155.66,3.298,4.56,7.78,8870,0,1065,,,13.72,N,N,11.218,0.69
74091 (1998 QH3),2.628,0.2206,22.97,334.38,64.20,2.049,3.21,4.26,8712,0,1928,,,14.04,N,N,11.120,0.48
74403 (1998 YR5),3.209,0.0784,20.97,295.86,301.36,2.958,3.46,5.75,8828,0,1466,,,13.37,N,N,12.570,0.17
74465 (1999 CF38),3.16,0.0585,15.21,324.23,264.88,2.975,3.34,5.62,8579,0,1267,,,14.18,N,N,10.356,0.12
74467 (1999 CG44),3.246,0.0432,15.14,17.02,47.40,3.106,3.39,5.85,8758,0,1798,,,13.60,N,N,10.642,0.17
74477 (1999 CY66),3.233,0.0832,14.73,283.81,97.24,2.964,3.50,5.81,9182,0,2580,,,12.92,N,N,14.885,0.36
74487 (1999 CE105),3.368,0.0246,20.91,279.47,1.88,3.285,3.45,6.18,9181,0,2375,,,12.45,N,N,17.178,0.27
74488 (1999 CX110),3.102,0.0437,15.18,307.29,233.58,2.967,3.24,5.46,8628,0,1560,,,13.89,N,N,11.336,0.17
74517 (1999 FU31),3.143,0.1908,21.07,208.15,280.56,2.543,3.74,5.57,8555,0,1919,,,13.83,N,N,11.646,0.13
74519 (1999 FA34),3.125,0.0204,23.02,18.94,93.78,3.061,3.19,5.52,8507,0,1945,,,13.61,N,N,11.942,0.16
74528 (1999 GV34),3.177,0.0771,11.39,203.95,348.41,2.931,3.42,5.66,8510,0,1529,,,14.05,N,N,10.567,0.28
74538 (1999 JS12),3.19,0.0915,20.37,63.02,272.93,2.898,3.48,5.7,8542,0,2364,,,13.01,N,N,10.065,0.10
74553 (1999 KR1),3.128,0.0740,19.19,34.97,310.06,2.897,3.36,5.53,8543,0,1963,,,13.38,N,N,10.090,0.16
75301 (1999 XN34),3.111,0.3099,18.94,288.77,251.91,2.147,4.07,5.49,8278,0,1756,,,13.62,N,N,11.989,0.19
75647 (2000 AR59),3.169,0.2565,14.21,125.49,103.69,2.356,3.98,5.64,8422,0,1500,,,13.57,N,N,12.042,0.25
75713 (2000 AR118),3.134,0.1226,17.29,132.97,129.82,2.750,3.52,5.55,8417,0,1589,,,13.76,N,N,12.183,0.21
75757 (2000 AG166),3.214,0.1226,27.32,271.90,13.21,2.820,3.61,5.76,8835,0,2058,,,12.93,N,N,12.597,3.70
75781 (2000 AA203),3.103,0.0248,20.87,294.19,316.58,3.026,3.18,5.47,8588,0,1931,,,13.50,N,N,11.789,0.18
75910 (2000 CO53),3.066,0.0889,17.00,159.54,113.62,2.794,3.34,5.37,8234,0,2012,,,13.71,N,N,11.429,0.22
76140 (2000 EG13),3.167,0.0078,22.73,117.19,39.99,3.143,3.19,5.64,8549,0,1526,,,13.78,N,N,11.062,0.18
76153 (2000 ER20),3.2,0.0951,16.05,281.79,274.71,2.896,3.50,5.72,8808,0,1162,,,14.12,N,N,10.259,0.32
76167 (2000 ED29),3.174,0.1598,14.28,106.88,143.44,2.666,3.68,5.65,10067,0,1318,,,14.06,N,N,10.134,0.39
76200 (2000 EL50),3.216,0.0957,18.87,338.01,356.09,2.908,3.52,5.77,10519,0,1745,,,13.80,N,N,10.825,0.24
76213 (2000 ET64),3.149,0.0738,19.61,186.33,193.28,2.916,3.38,5.59,8352,0,958,,,14.51,N,N,10.074,0.13
76225 (2000 EC70),3.173,0.0962,9.65,194.94,160.25,2.867,3.48,5.65,8352,0,1469,,,13.90,N,N,10.808,0.30
76252 (2000 EJ93),2.915,0.1835,9.86,277.74,345.54,2.380,3.45,4.98,8341,0,1888,,,14.20,N,N,10.839,0.05
76266 (2000 EE105),3.23,0.0389,15.47,144.39,79.19,3.105,3.36,5.81,8355,0,1636,,,13.70,N,N,11.252,0.10
76312 (2000 ER138),3.147,0.0427,22.82,153.24,143.72,3.013,3.28,5.58,8356,0,2058,,,13.23,N,N,14.098,0.12
76318 (2000 EY141),3.222,0.0819,16.95,153.32,45.61,2.958,3.49,5.78,8388,0,1682,,,13.52,N,N,12.409,0.15
76358 (2000 EW168),3.046,0.1712,11.93,64.19,140.59,2.525,3.57,5.32,8651,0,1848,,,13.68,N,N,12.527,0.10
76365 (2000 ES173),3.143,0.0725,17.45,74.32,114.92,2.915,3.37,5.57,9901,0,1620,,,13.80,N,N,10.936,0.14
76400 (2000 FR12),3.19,0.0766,14.61,99.39,125.28,2.946,3.43,5.7,12344,0,1959,,,13.40,N,N,12.917,0.25
76457 (2000 FV38),3.062,0.1683,13.30,179.15,225.92,2.547,3.58,5.36,8568,0,1686,,,13.95,N,N,10.035,0.12
76462 (2000 FP44),3.131,0.1633,16.22,21.13,284.32,2.620,3.64,5.54,8554,0,1720,,,13.79,N,N,10.168,0.29
76574 (2000 GM114),2.973,0.0756,15.24,7.77,71.88,2.749,3.20,5.13,8695,0,1285,,,14.14,N,N,10.451,0.20
76583 (2000 GF136),3.227,0.0225,21.28,193.23,158.87,3.155,3.30,5.8,8358,0,2448,,,12.88,N,N,16.078,0.16
76586 (2000 GW141),3.34,0.0201,13.84,128.10,184.00,3.273,3.41,6.1,10508,0,1245,,,13.95,N,N,10.128,0.35
76637 (2000 HM12),3.121,0.1624,1.38,23.90,323.75,2.614,3.63,5.51,10721,0,1888,,,13.96,N,N,10.422,0.33
76638 (2000 HS14),3.135,0.1382,12.27,57.86,221.77,2.702,3.57,5.55,8128,0,1655,,,13.78,N,N,12.508,0.13
76646 (2000 HY25),3.204,0.1115,24.49,46.64,348.98,2.846,3.56,5.73,8531,0,1712,,,13.21,N,N,13.443,0.11
76648 (2000 HH31),3.07,0.1990,18.08,116.70,218.67,2.459,3.68,5.38,8225,0,2011,,,13.59,N,N,10.080,0.12
76649 (2000 HU31),3.147,0.1775,23.40,89.72,16.03,2.589,3.71,5.58,10743,0,1737,,,13.80,N,N,10.924,0.06
76672 (2000 HD56),3.558,0.1151,11.99,58.68,256.82,3.149,3.97,6.71,8291,0,1818,,,13.19,N,N,13.470,0.26
76677 (2000 HU62),3.147,0.2333,14.54,47.96,224.07,2.413,3.88,5.58,8524,0,1348,,,14.03,N,N,10.838,0.17
76679 (2000 HV63),3.212,0.1404,4.71,227.52,80.51,2.761,3.66,5.76,8073,0,915,,,14.51,N,N,10.049,0.23
76694 (2000 HZ79),3.236,0.0159,21.99,94.62,66.63,3.184,3.29,5.82,8516,0,1121,,,13.97,N,N,10.034,0.11
76728 (2000 JE36),3.172,0.1279,15.68,246.79,128.88,2.767,3.58,5.65,8081,0,1681,,,13.48,N,N,12.527,0.27
76730 (2000 JA40),3.151,0.0834,14.97,245.43,163.19,2.889,3.41,5.59,11634,0,1940,,,13.48,N,N,13.701,0.11
76739 (2000 JV61),3.22,0.2097,14.94,57.99,254.44,2.545,3.90,5.78,11540,0,2593,,,13.48,N,N,11.147,0.24
76748 (2000 JS72),3.043,0.1442,14.29,240.53,4.82,2.604,3.48,5.31,8651,0,1679,,,13.76,N,N,11.382,0.28
76750 (2000 JX73),3.957,0.2273,13.09,67.44,237.73,3.057,4.86,7.87,8019,0,1254,,,13.11,N,N,14.868,0.42
76756 (2000 KR2),3.135,0.1514,29.17,121.91,339.13,2.660,3.61,5.55,8579,0,2061,,,13.35,N,N,11.279,0.10
76791 (2000 LQ24),3.184,0.0452,22.06,205.82,14.79,3.040,3.33,5.68,8096,0,1774,,,13.68,N,N,11.564,0.21
76801 (2000 PF24),3.194,0.1240,16.71,350.60,268.57,2.798,3.59,5.71,8998,0,2506,,,12.86,N,N,17.557,0.10
76804 (2000 QE),5.128,0.0641,9.59,152.16,169.13,4.799,5.46,11.6,8065,0,997,,,12.16,N,N,16.612,0.50
76809 (2000 QQ46),5.171,0.0816,14.21,336.72,71.96,4.749,5.59,11.8,7943,0,502,,,12.60,N,N,17.662,1.19
76810 (2000 QC50),3.948,0.0766,8.60,348.57,247.85,3.645,4.25,7.84,8883,0,1242,,,13.12,N,N,12.922,0.33
76812 (2000 QQ84),5.187,0.1084,14.79,301.73,77.77,4.625,5.75,11.8,13914,0,580,,,12.31,N,N,22.611,0.79
76819 (2000 RQ91),5.29,0.1056,16.31,351.38,334.23,4.731,5.85,12.2,18789,0,782,,,12.12,N,N,19.804,0.57
76820 (2000 RW105),5.208,0.0938,18.38,154.06,236.48,4.719,5.70,11.9,10899,0,878,,,12.38,N,N,17.463,0.65
76822 (2000 SA51),3.956,0.1369,3.78,295.44,285.73,3.414,4.50,7.87,10457,0,943,,,13.55,N,N,12.227,0.85
76826 (2000 SW131),5.22,0.0299,23.46,305.38,333.26,5.064,5.38,11.9,12794,0,551,,,12.08,N,N,21.258,0.67
76830 (2000 SA182),5.179,0.0640,25.07,291.09,129.07,4.848,5.51,11.8,8003,0,562,,,12.23,N,N,23.221,1.45
76831 (2000 ST222),3.995,0.1549,6.21,302.95,265.83,3.376,4.61,7.99,8418,0,1486,,,13.00,N,N,13.262,0.66
76834 (2000 SA244),5.178,0.0352,12.74,12.69,339.19,4.996,5.36,11.8,8098,0,800,,,12.28,N,N,16.116,0.98
76835 (2000 SH255),5.292,0.0482,6.62,160.13,166.20,5.036,5.55,12.2,10460,0,807,,,12.69,N,N,13.714,0.76
76836 (2000 SB310),5.247,0.1002,23.75,300.40,22.91,4.722,5.77,12,8441,0,439,,,12.35,N,N,18.350,0.56
76837 (2000 SL316),5.204,0.0921,20.74,296.13,60.78,4.725,5.68,11.9,7998,0,422,,,12.57,N,N,19.997,1.23
76838 (2000 ST347),5.191,0.1114,18.92,278.45,90.98,4.613,5.77,11.8,12093,0,414,,,12.76,N,N,17.345,0.80
76840 (2000 TU3),5.233,0.0759,3.67,5.63,19.11,4.836,5.63,12,10428,0,468,,,13.08,N,N,11.684,1.03
76857 (2000 WE132),5.263,0.0944,22.99,61.36,256.88,4.766,5.76,12.1,8081,0,1834,,,11.09,N,N,33.098,0.45
76867 (2000 YM5),5.165,0.0306,28.76,38.53,299.12,5.007,5.32,11.7,8118,0,2355,,,10.51,N,N,42.849,0.48
77399 (2001 FV160),3.22,0.1816,24.68,66.01,258.42,2.635,3.80,5.78,9181,0,1427,,,13.64,N,N,11.174,0.31
77427 (2001 GX4),3.155,0.1933,15.15,75.00,239.15,2.545,3.76,5.6,8808,0,1917,,,13.38,N,N,12.682,0.23
77494 (2001 HM36),3.089,0.1247,8.60,20.12,237.81,2.704,3.47,5.43,8123,0,1477,,,14.23,N,N,10.239,0.10
77661 (2001 LN8),3.152,0.0778,13.18,278.68,240.05,2.907,3.40,5.6,8952,0,1348,,,13.97,N,N,11.139,0.13
77682 (2001 MY29),3.16,0.1783,16.11,279.23,133.44,2.596,3.72,5.62,8948,0,1845,,,13.04,N,N,14.428,0.24
77703 (2001 OP24),3.166,0.1876,2.90,313.19,102.49,2.572,3.76,5.63,11597,0,1799,,,13.89,N,N,10.666,0.27
77716 (2001 OF50),3.151,0.1899,27.31,146.11,301.75,2.553,3.75,5.59,8533,0,1752,,,13.78,N,N,10.249,0.21
77722 (2001 OF54),3.116,0.0428,16.39,62.02,10.58,2.983,3.25,5.5,8542,0,1867,,,13.55,N,N,11.205,0.13
77724 (2001 OE57),3.195,0.1828,15.54,320.74,100.59,2.611,3.78,5.71,8940,0,1967,,,13.69,N,N,11.374,0.28
77732 (2001 ON73),3.123,0.0039,20.85,295.00,130.37,3.111,3.13,5.52,8533,0,1090,,,14.09,N,N,10.697,0.37
77735 (2001 OJ76),3.531,0.0881,12.24,115.24,208.04,3.220,3.84,6.64,8289,0,1631,,,13.43,N,N,12.194,0.20
77743 (2001 OH96),3.208,0.0250,22.86,102.78,183.03,3.127,3.29,5.74,8512,0,2411,,,13.16,N,N,12.907,0.16
77745 (2001 OT107),3.163,0.1612,27.31,294.05,353.70,2.653,3.67,5.62,8537,0,1434,,,13.61,N,N,12.820,0.19
77746 (2001 OZ107),3.117,0.1683,10.23,294.00,63.69,2.592,3.64,5.5,8918,0,1385,,,13.89,N,N,10.114,0.45
77760 (2001 PW38),2.887,0.1032,17.31,22.07,345.71,2.589,3.18,4.9,8738,0,1633,,,13.99,N,N,10.247,0.26
77766 (2001 PK59),3.028,0.0419,13.94,91.07,131.36,2.901,3.16,5.27,8657,0,1829,,,13.55,N,N,16.100,0.06
77768 (2001 QM),3.231,0.0261,9.40,130.99,62.38,3.147,3.32,5.81,10208,0,1268,,,14.13,N,N,10.191,0.11
77774 (2001 QB12),3.207,0.1561,24.30,333.53,1.89,2.706,3.71,5.74,8468,0,2570,,,13.29,N,N,12.845,0.35
77777 (2001 QW16),3.172,0.0856,4.83,25.39,150.61,2.901,3.44,5.65,8600,0,2342,,,13.54,N,N,10.403,0.26
77798 (2001 QP86),3.133,0.2128,21.38,302.31,236.10,2.467,3.80,5.55,8086,0,1464,,,13.68,N,N,10.778,0.10
77804 (2001 QA119),3.102,0.2154,9.62,297.93,286.17,2.434,3.77,5.46,8601,0,1100,,,14.40,N,N,10.037,0.23
77812 (2001 QC134),3.154,0.0767,14.51,305.04,271.57,2.912,3.40,5.6,7698,0,1592,,,13.89,N,N,11.193,0.09
77818 (2001 QK165),3.158,0.0713,16.83,121.40,316.70,2.932,3.38,5.61,9000,0,1730,,,13.70,N,N,10.126,0.16
77823 (2001 QS184),3.162,0.0377,21.29,303.70,348.61,3.042,3.28,5.62,8510,0,1539,,,13.69,N,N,10.236,0.24
77837 (2001 QK267),3.388,0.0089,4.16,257.80,61.38,3.358,3.42,6.24,9150,0,1662,,,13.86,N,N,11.526,0.16
77838 (2001 QO267),3.241,0.0209,20.72,269.93,359.80,3.173,3.31,5.83,14169,0,1656,,,13.57,N,N,11.089,0.21
77865 (2001 RC146),3.093,0.2038,22.23,268.04,233.97,2.462,3.72,5.44,9001,0,1269,,,13.48,N,N,12.161,0.17
77867 (2001 RS153),3.177,0.0997,11.19,257.61,302.10,2.860,3.49,5.66,9847,0,1255,,,14.17,N,N,10.112,0.21
77870 MOTESS (2001 SM),2.867,0.1045,17.07,24.43,276.50,2.568,3.17,4.86,8749,0,2604,,,13.32,N,N,14.739,0.16
77878 (2001 SE62),3.174,0.0413,16.48,24.39,171.05,3.043,3.30,5.65,16948,0,2412,,,13.04,N,N,16.100,0.19
77891 (2001 SM232),5.166,0.1612,14.22,31.98,27.70,4.333,6.00,11.7,11644,0,434,,,12.95,N,N,16.447,1.39
77892 (2001 SZ250),3.987,0.1506,3.64,157.88,0.51,3.386,4.59,7.96,12179,0,1306,,,13.36,N,N,12.856,0.41
77894 (2001 SY263),5.118,0.0642,26.49,273.30,81.53,4.789,5.45,11.6,7970,0,342,,,12.70,N,N,19.966,1.29
77897 (2001 TE64),5.248,0.0562,6.99,18.78,30.33,4.953,5.54,12,16031,0,651,,,12.57,N,N,18.608,0.85
77902 (2001 TY141),5.157,0.0224,8.59,59.53,291.04,5.042,5.27,11.7,9555,0,631,,,12.62,N,N,16.653,0.91
77909 (2001 TE210),3.138,0.2188,11.74,270.09,257.45,2.451,3.82,5.56,8505,0,1189,,,14.04,N,N,10.772,0.06
77910 (2001 TV235),3.995,0.1164,9.90,131.06,79.53,3.530,4.46,7.98,9737,0,1363,,,13.30,N,N,13.047,0.66
77911 (2001 TB239),3.276,0.2045,10.34,93.16,55.59,2.606,3.95,5.93,8914,0,1598,,,13.39,N,N,10.881,0.19
77916 (2001 WL87),5.252,0.0867,6.38,11.15,287.38,4.797,5.71,12,10091,0,584,,,12.75,N,N,13.944,1.14
78094 (2002 LD32),3.145,0.2129,13.23,117.63,251.23,2.476,3.81,5.58,8538,0,1526,,,13.96,N,N,10.018,0.34
78133 (2002 NQ13),3.947,0.3030,13.88,131.53,232.92,2.751,5.14,7.84,7988,0,957,,,13.89,N,N,10.910,0.28
78150 (2002 NO24),3.172,0.1715,28.72,142.94,205.02,2.628,3.72,5.65,8089,0,1669,,,13.74,N,N,10.169,0.20
78154 (2002 NY25),3.246,0.0234,20.62,319.08,291.69,3.170,3.32,5.85,8805,0,1457,,,13.70,N,N,10.386,0.20
78159 (2002 NA28),3.987,0.1589,7.37,251.74,113.50,3.353,4.62,7.96,8264,0,1161,,,13.31,N,N,11.460,0.22
78160 (2002 ND28),3.168,0.2319,23.88,350.60,39.80,2.433,3.90,5.64,9348,0,1437,,,13.81,N,N,10.421,0.27
78175 (2002 NB33),3.174,0.0896,21.89,324.99,23.65,2.890,3.46,5.66,9416,0,1863,,,13.46,N,N,11.126,0.12
78188 (2002 NE39),3.114,0.0453,21.12,285.75,75.64,2.972,3.25,5.49,8565,0,1429,,,13.89,N,N,10.473,0.37
